waypoint,joint0_desired,joint0_actual,joint1_desired,joint1_actual,joint2_desired,joint2_actual,joint3_desired,joint3_actual,joint4_desired,joint4_actual,joint5_desired,joint5_actual,joint_error,ee_error,clearance
71,1.8956333333333333,1.8956333367071647,-0.975,-0.9754092285224109,2.289633333333333,2.2896902181377423,-2.824333333333333,-2.8242994095550236,-1.5683,-1.5683007003532734,0.0,-1.930594879675868e-10,0.0001692410400228909,0.000162,0.015
72,1.8956666666666664,1.8956663253678812,-0.9489666666666666,-0.9493862543477954,2.2838999999999996,2.28395929183373,-2.829433333333333,-2.829380761953843,-1.5683333333333334,-1.5683329991716175,0.0,-1.9769291639632175e-12,0.00017432408601630625,0.000165,0.015
73,1.8957,1.895699655171767,-0.9226333333333333,-0.9230608818784838,2.277933333333333,2.277995039148377,-2.8361666666666667,-2.836097179002407,-1.5684333333333333,-1.5684323059115173,0.0,-2.024375709103837e-14,0.00017862207592983954,0.000168,0.015
74,1.8957333333333333,1.8957329884689589,-0.8960333333333333,-0.8964678655053774,2.2716666666666665,2.271731469200879,-2.8443333333333336,-2.844248995112985,-1.5686,-1.568598282812534,0.0,-2.0729617469518605e-16,0.00018263514633347548,0.00017,0.015
75,1.8957666666666668,1.8957663218019223,-0.8782333333333333,-0.8784474729511107,2.2674,2.267444354244617,-2.8502333333333336,-2.850172053709957,-1.5687333333333333,-1.5687319504160002,0.0,-2.128983588512427e-18,9.27184794153917e-05,8e-05,0.015
76,1.8959,1.8958965778381291,-0.8770333333333333,-0.8770695353075484,2.2684333333333337,2.2684080154686623,-2.8579333333333334,-2.857734644574975,-1.5693666666666666,-1.5693504179306494,0.0,-2.7072247471713663e-18,8.337119058828623e-05,2e-06,0.015
77,1.8961,1.8960947923926559,-0.8926666666666666,-0.8922557647982149,2.274666666666667,2.274506445195998,-2.8660666666666668,-2.8658533669011197,-1.5704,-1.5703731306990247,0.0,-6.89994607899721e-20,0.0002003152239396945,0.000168,0.015
78,1.8963666666666665,1.8963597066852518,-0.9163,-0.9153620547982098,2.2836,2.2833672049970173,-2.8769666666666667,-2.8766821661926687,-1.5717666666666668,-1.571730992145895,0.0,-3.94733044084183e-21,0.00041154107681851446,0.000389,0.015
79,1.8965666666666667,1.8965613684911424,-0.9403,-0.9393060512964884,2.291733333333333,2.2915191604479235,-2.8852666666666664,-2.885046903454532,-1.5728333333333335,-1.5728051133989351,0.0,-3.94733044084183e-21,0.00042483807794385425,0.000409,0.015
80,1.8967,1.8966985804133494,-0.9646,-0.9641935639965057,2.2990333333333335,2.298956388202987,-2.8911333333333338,-2.891071008291375,-1.5736,-1.5735918603612051,0.0,-3.94733044084183e-21,0.00017081347420583998,0.000166,0.015
